method,description,implementation_status,backend,validation_score,train_elapsed_s,train_cpu_s,train_gpu_s,gpu_memory_mb,rollout_elapsed_s,total_elapsed_s,train_loss_final,decision_variables,train_samples,notes,evaluation_mode,rmse_V,rmse_alpha,rmse_gamma,rmse_Q,mocap_rmse_x_pos,mocap_rmse_z_pos,mocap_rmse_theta,coeff_residual_rmse_C_L,coeff_residual_rmse_C_D,coeff_residual_rmse_C_M,input_channel,state_source
Variational-Mocap,"Sparse multiple-shooting MAP fit with latent states, mocap outputs, and process residuals.",implemented,CasADi/IPOPT,0.20507830503175445,8.447877724014688,nan,nan,nan,5.970542864990421,14.418420589005109,nan,1220,202,CasADi/IPOPT sparse latent-state estimator; approximates the variational/filter-error role without posterior covariance propagation.,open_loop,4.679402571534803,0.13760292145104586,0.3144029871162089,0.3416329532290692,36.615512795727234,30.525940011802376,0.3484666760648038,nan,nan,nan,u_cmd,direct
GP-CoeffClosure,Sparse RBF/Gaussian-process-style surrogate for aerodynamic coefficient residuals.,implemented,NumPy RBF/KRR,0.04852542984143838,1.6600661980046425,nan,nan,nan,20.56305360898841,22.223119806993054,0.19654863259125283,3459,50000,"Finite-basis RBF approximation to a GP coefficient closure trained from EOM-inferred coefficient residuals; centers=384, length_scale=3.03, residual gain=1.",open_loop,1.0190200356216177,0.023716220869208115,0.08657022065525825,0.12682732438369732,nan,nan,nan,0.0464967001628226,0.032705097605101825,0.015420088998529183,u_cmd,direct
SINDy,One-shot structured sparse aerodynamic coefficient model.,implemented,numpy,543.2319112460457,0.06434319401159883,nan,nan,nan,31.689572150993627,31.753915345005225,0.0016281183748993212,16,50000,"Fits protected low-order aircraft coefficient terms and sparse residual-library terms in one regression; protected terms are not thresholded, residual terms are selected by sequential thresholded least squares.",open_loop,359.63008237323925,609.8266513947331,0.9947921894875654,3197.8697842192214,nan,nan,nan,nan,nan,nan,u_cmd,direct
OEM-SS,Single-shooting output-error fit of the nominal aerodynamic parameter vector.,implemented,CasADi/IPOPT,0.22388377046499325,1.7935824919841252,nan,nan,nan,6.2183148420008365,8.011897333984962,nan,16,802,CasADi/IPOPT backend fitted on 2 trajectory samples with stride 10; nonlinear residuals are unmodeled.,open_loop,3.813060898019959,0.23973787339218108,0.22093201111645264,0.30347164592732007,nan,nan,nan,nan,nan,nan,u_cmd,direct
OEM-MocapOutput,Output-error fit with latent flight states and mocap position/attitude as the measured output.,implemented,CasADi/IPOPT,0.15325921131731282,31.747633458988275,nan,nan,nan,6.889104495989159,38.636737954977434,nan,16,802,CasADi/IPOPT backend; preferred mocap formulation because it avoids differentiating position/attitude into noisy state targets.,open_loop,3.1607156485692616,0.08754996376600907,0.2767268868900901,0.32896627326665023,19.61588151183848,8.733345361925261,0.2980520489063305,nan,nan,nan,u_cmd,direct
UDE-Residual,Universal differential equation: nominal dynamics plus a learned state-derivative residual.,implemented,PyTorch/cuda,0.021339620605765955,0.9566851569979917,0.9578020510000007,0.9563831787109375,68.81005859375,9.488444824004546,10.445129981002538,0.3105800449848175,4868,50000,Good for model-form error; residual dynamics are less directly interpretable as aerodynamic coefficients. Residual gain=1.,open_loop,0.4735302495129931,0.009597376051476342,0.03914088260786793,0.05411576231273489,nan,nan,nan,nan,nan,nan,u_cmd,direct
PINN-CoeffClosure,Modified Non-Determinant PINN-style closure: EOM residual identifies learned nonlinear aerodynamic coefficients.,implemented,PyTorch/cuda,0.03055254826387839,0.9543410839978606,0.9558357410000005,0.9540701293945313,68.42822265625,9.849771006993251,10.804112090991111,0.19782164692878723,4803,50000,Flight-dynamics-level PINN surrogate; does not enforce CFD/Navier-Stokes physics. Residual gain=1.,open_loop,0.5794726487390537,0.01469842052599997,0.05524171936278432,0.09115563454780268,nan,nan,nan,0.03805994051079056,0.025950871819735398,0.011852869922143322,u_cmd,direct
UDE-HiddenControl,Universal-differential-equation style hidden-input model: nominal plant driven by pilot command plus learned input correction.,implemented,PyTorch/cuda,0.15728458032300238,0.9452245129796211,0.9467034180000002,0.9449623413085938,68.04541015625,11.121714220993454,12.066938733973075,0.5005821585655212,4738,50000,Learns an effective throttle/elevator correction from EOM residuals; intended for hidden actuator/autopilot input mismatch.,open_loop,3.309317201472195,0.08684308625699072,0.2878987746148186,0.33631239897174636,nan,nan,nan,nan,nan,nan,u_cmd,direct
PINN-HiddenElevator,PINN-style hidden-controller model: EOM pitch residual identifies a learned elevator command reshaping law.,implemented,PyTorch/cuda,0.15648732146513356,0.9844251820177305,0.9872355600000002,0.9841392822265626,67.66357421875,11.531460603000596,12.515885785018327,0.0027036413084715605,4673,50000,"Uses the pitch-moment equation as the physics residual, so it targets SAFE/AS3X elevator behavior rather than aerodynamic residuals.",open_loop,3.3049611911153685,0.0849042315467729,0.28926689089729485,0.3359790097841892,nan,nan,nan,nan,nan,nan,u_cmd,direct
NN-CoeffSurrogate,Supervised neural surrogate for hidden aerodynamic coefficient residuals.,implemented,PyTorch/cuda,0.02822024385877757,0.9564991149818525,0.96064068,0.9562349853515625,68.42822265625,9.60570630399161,10.562205418973463,0.0016996779013425112,4803,50000,"Uses synthetic residual labels, so treat as an upper-bound surrogate rather than a flight-data-only identifier.",open_loop,0.5362225639105583,0.013392980485972664,0.05160726540718002,0.08401398121925227,nan,nan,nan,0.033774140448117634,0.022931277014188314,0.010705888476393364,u_cmd,direct
Linear-SS (mocap),Discrete local linear state-space baseline fitted by one-step least squares.,implemented,numpy,0.1943027919061737,0.052030191000085324,nan,nan,nan,0.7114522930060048,0.7634824840060901,nan,28,256000,"Validation is an open-loop rollout from x0 using the supplied pilot-command history only; good scores indicate in-distribution discrete prediction, not aerodynamic interpretability.",open_loop,5.71235667385651,0.08270875280650208,0.327937448726198,0.3200038774480099,nan,nan,nan,nan,nan,nan,u_cmd,mocap
Frequency-Welch (mocap),Coherence-weighted continuous-time linear model fitted from averaged Welch state/input spectra.,implemented,NumPy Welch/CSD,1505.423796235076,0.7895622389914934,nan,nan,nan,0.32106879199272953,1.1106310309842229,nan,28,21811,Welch/ETFE-inspired spectral fit using bins up to 12 Hz and coherence threshold 0.08; this is not CIFER and should be interpreted only as a compact local linear frequency-domain baseline.,open_loop,6092.623665541108,1342.5594889962458,2025.6970488022428,6186.78823685045,nan,nan,nan,nan,nan,nan,u_cmd,mocap
Model-Stitching (mocap),Initial-condition clustered local linear state-space models blended by scheduling weights.,implemented,NumPy local models,0.45264546921065835,0.10092859700671397,nan,nan,nan,4.676527862990042,4.777456459996756,0.0006757496346937155,211,256000,"Fits 6 local discrete deviation models from whole local-excitation trajectory groups; rollout blends local predictions with RBF weights in state-input space, length_scale=0.937. Validation uses only x0 and the supplied pilot-command history.",open_loop,18.182715140102292,0.06876314781577135,0.897957581899316,0.3481836484664999,nan,nan,nan,nan,nan,nan,u_cmd,mocap
Koopman-EDMD (mocap),Lifted linear discrete-time predictor fitted by extended dynamic mode decomposition.,implemented,NumPy EDMD,19.51096420717024,0.17857465098495595,nan,nan,nan,4.513349449989619,4.691924100974575,nan,120,256000,"Uses the same polynomial/trigonometric library as SINDy, but fits a one-step lifted map rather than sparse continuous-time derivatives; validation is open-loop from x0 and the supplied pilot-command history.",open_loop,1343.820693500501,0.3451927044297754,0.4293927516172323,1.3805848279454793,nan,nan,nan,nan,nan,nan,u_cmd,mocap
Nominal (mocap),"Known nominal rigid-body and aerodynamic model, no fitted correction.",implemented,numpy,0.2509923457173457,0.0,nan,nan,nan,7.870772780006519,7.870772780006519,nan,8,0,Baseline; expected to miss hidden nonlinear aerodynamic terms.,open_loop,4.17473969089274,0.2690453609787756,0.25807221199573105,0.33704987496152466,nan,nan,nan,0.10091361752495899,0.07251360165494171,0.040534204233134294,u_cmd,mocap
Subspace-Hankel (mocap),Hankel/SVD latent linear state-space baseline in the spirit of N4SID/MOESP.,implemented,NumPy SVD,0.3634331365394771,5.436212057014927,nan,nan,nan,1.1926687030063476,6.628880760021275,nan,522,255296,"Past window=12, latent order=6; validation lag history is initialized from repeated x0 and pilot inputs, with no validation measurement feedback.",open_loop,8.097318633747228,0.12256894623860172,1.0824129912990061,0.373240564624955,nan,nan,nan,nan,nan,nan,u_cmd,mocap
Frequency-Stitching (mocap),Trim-grid collection of local Welch continuous-time linear models blended by scheduling weights.,implemented,NumPy local Welch/CSD,2133.422411157561,1.9558061069983523,nan,nan,nan,5.790964050014736,7.7467701570130885,7.539381512909777,211,21811,"Fits 6 local Welch/ETFE-inspired continuous-time models on trim-grid groups; rollout blends local derivatives with RBF weights in state-input space, length_scale=0.937. This tests local frequency-domain stitching, not CIFER.",open_loop,8.291805771255515,2420.8259410271376,3340.2618145064775,6339.959564255929,nan,nan,nan,nan,nan,nan,u_cmd,mocap
EquationError-LS (mocap),"Derivative-based least squares on inferred lift, drag, and moment coefficients.",implemented,numpy,0.255011473533258,0.009703232994070277,nan,nan,nan,6.477817047998542,6.487520280992612,nan,8,50000,"Fast and interpretable, but differentiating noisy measurements biases the fit.",open_loop,4.7262686289934654,0.1433091330153389,0.4991917158238708,0.5850798857858738,nan,nan,nan,nan,nan,nan,u_cmd,mocap
EKF-ParamID (mocap),Extended Kalman filter parameter-identification baseline; parameters are learned from training measurements then frozen for open-loop validation.,implemented,CasADi AD EKF,0.13104596469603622,1.113547421991825,nan,nan,nan,5.931163681001635,7.04471110299346,0.00021496575521597535,156,3200,Training-only augmented-state EKF estimates the aerodynamic parameter vector using 8 trials at stride 10; validation is a pilot-command-only open-loop rollout.,open_loop,2.8372827971631023,0.06928288012511016,0.23929734637906488,0.28516464981869455,nan,nan,nan,nan,nan,nan,u_cmd,mocap
Symbolic-Stepwise (mocap),Forward stepwise symbolic regression over the shared nonlinear candidate library.,implemented,NumPy stepwise,511.8871637930408,0.5686638969928026,nan,nan,nan,4.271883667999646,4.840547564992448,nan,24,50000,Selects at most 5 nonconstant terms per state with a BIC-style complexity penalty.,open_loop,362.1249280391846,296.48230706197177,1488.6292731831347,1858.9318112391763,nan,nan,nan,nan,nan,nan,u_cmd,mocap
Variational-Mocap (mocap),"Sparse multiple-shooting MAP fit with latent states, mocap outputs, and process residuals.",implemented,CasADi/IPOPT,0.20507830503175445,7.829301438992843,nan,nan,nan,6.895513437979389,14.724814876972232,nan,1220,202,CasADi/IPOPT sparse latent-state estimator; approximates the variational/filter-error role without posterior covariance propagation.,open_loop,4.679402571534803,0.13760292145104586,0.3144029871162089,0.3416329532290692,36.615512795727234,30.525940011802376,0.3484666760648038,nan,nan,nan,u_cmd,mocap
SINDy (mocap),One-shot structured sparse aerodynamic coefficient model.,implemented,numpy,85.88548013119262,0.09731171099701896,nan,nan,nan,30.74658370000543,30.84389541100245,0.009101838372968449,26,50000,"Fits protected low-order aircraft coefficient terms and sparse residual-library terms in one regression; protected terms are not thresholded, residual terms are selected by sequential thresholded least squares.",open_loop,1939.6338506675318,2.753049705908528,1.310072897783989,722.5965901174791,nan,nan,nan,nan,nan,nan,u_cmd,mocap
GP-CoeffClosure (mocap),Sparse RBF/Gaussian-process-style surrogate for aerodynamic coefficient residuals.,implemented,NumPy RBF/KRR,0.19595048324412176,1.6491846489952877,nan,nan,nan,23.533860957977595,25.183045606972883,0.18541017276220764,3459,50000,"Finite-basis RBF approximation to a GP coefficient closure trained from EOM-inferred coefficient residuals; centers=384, length_scale=3.03, residual gain=0.1.",open_loop,3.482036116011639,0.18062041655849612,0.24683682785426284,0.3131135135010065,nan,nan,nan,0.10002210826895033,0.0842812312800147,0.03550375184461421,u_cmd,mocap
OEM-SS (mocap),Single-shooting output-error fit of the nominal aerodynamic parameter vector.,implemented,CasADi/IPOPT,0.1615423314604472,28.083665737998672,nan,nan,nan,6.7503902400203515,34.83405597801902,nan,16,802,CasADi/IPOPT backend fitted on 2 trajectory samples with stride 10; nonlinear residuals are unmodeled.,open_loop,3.5130980694895593,0.08049497881734241,0.31542221210923405,0.3394358389191083,nan,nan,nan,nan,nan,nan,u_cmd,mocap
OEM-MocapOutput (mocap),Output-error fit with latent flight states and mocap position/attitude as the measured output.,implemented,CasADi/IPOPT,0.15325921131731282,30.962889009009814,nan,nan,nan,5.9950859359814785,36.95797494499129,nan,16,802,CasADi/IPOPT backend; preferred mocap formulation because it avoids differentiating position/attitude into noisy state targets.,open_loop,3.1607156485692616,0.08754996376600907,0.2767268868900901,0.32896627326665023,19.61588151183848,8.733345361925261,0.2980520489063305,nan,nan,nan,u_cmd,mocap
UDE-Residual (mocap),Universal differential equation: nominal dynamics plus a learned state-derivative residual.,implemented,PyTorch/cuda,0.2627600706607093,1.0050580280076247,1.0057313060000004,1.0047669677734374,68.81005859375,9.428302735992474,10.4333607640001,0.12835869193077087,4868,50000,Good for model-form error; residual dynamics are less directly interpretable as aerodynamic coefficients. Residual gain=0.1.,open_loop,4.256806872801545,0.25543634372974877,0.3487052590575443,0.38197951417995063,nan,nan,nan,nan,nan,nan,u_cmd,mocap
PINN-CoeffClosure (mocap),Modified Non-Determinant PINN-style closure: EOM residual identifies learned nonlinear aerodynamic coefficients.,implemented,PyTorch/cuda,0.22074033111340552,0.9271449890220538,0.9285621920000002,0.9268383178710937,68.42822265625,9.508411241986323,10.435556231008377,0.10455053299665451,4803,50000,Flight-dynamics-level PINN surrogate; does not enforce CFD/Navier-Stokes physics. Residual gain=0.1.,open_loop,3.7329295515402,0.20994991276640748,0.2761757072133247,0.351935590120192,nan,nan,nan,0.10425459022838696,0.07897932455427269,0.03690456062407037,u_cmd,mocap
UDE-HiddenControl (mocap),Universal-differential-equation style hidden-input model: nominal plant driven by pilot command plus learned input correction.,implemented,PyTorch/cuda,0.17931950395265095,0.9707709339854773,0.9735147580000003,0.970491943359375,68.04541015625,11.311950965988217,12.282721899973694,0.43397054076194763,4738,50000,Learns an effective throttle/elevator correction from EOM residuals; intended for hidden actuator/autopilot input mismatch.,open_loop,3.840158378254938,0.10637263108181183,0.31725276775506617,0.3478608502991781,nan,nan,nan,nan,nan,nan,u_cmd,mocap
PINN-HiddenElevator (mocap),PINN-style hidden-controller model: EOM pitch residual identifies a learned elevator command reshaping law.,implemented,PyTorch/cuda,0.178377478366709,0.9310355210036505,0.9306614230000001,0.9307717895507812,67.66357421875,11.266284729994368,12.197320250998018,0.0028759820852428675,4673,50000,"Uses the pitch-moment equation as the physics residual, so it targets SAFE/AS3X elevator behavior rather than aerodynamic residuals.",open_loop,3.6390674563303205,0.11839135894092916,0.2956639258845521,0.3412567762498556,nan,nan,nan,nan,nan,nan,u_cmd,mocap
NN-CoeffSurrogate (mocap),Supervised neural surrogate for hidden aerodynamic coefficient residuals.,implemented,PyTorch/cuda,0.2891658312993939,0.9829509829869494,0.9835785189999999,0.9826746826171875,68.42822265625,9.42786553897895,10.410816521965899,0.001272602123208344,4803,50000,"Uses synthetic residual labels, so treat as an upper-bound surrogate rather than a flight-data-only identifier.",open_loop,6.565699549272092,0.14695551827223072,0.524549724576504,0.6159127809943947,nan,nan,nan,0.18702412518300834,0.1486519109117065,0.07170636809498765,u_cmd,mocap
