method,description,implementation_status,backend,validation_score,train_elapsed_s,train_cpu_s,train_gpu_s,gpu_memory_mb,rollout_elapsed_s,total_elapsed_s,train_loss_final,decision_variables,train_samples,notes,evaluation_mode,rmse_V,rmse_alpha,rmse_gamma,rmse_Q,mocap_rmse_x_pos,mocap_rmse_z_pos,mocap_rmse_theta,coeff_residual_rmse_C_L,coeff_residual_rmse_C_D,coeff_residual_rmse_C_M,input_channel,state_source
Variational-Mocap,"Sparse multiple-shooting MAP fit with latent states, mocap outputs, and process residuals.",implemented,CasADi/IPOPT,0.7637725784772527,8.28396464601974,nan,nan,nan,5.731053044000873,14.015017690020613,nan,1220,202,CasADi/IPOPT sparse latent-state estimator; approximates the variational/filter-error role without posterior covariance propagation.,open_loop,10.501375833920532,0.07264936230431304,0.7926257469010521,0.040444566191111586,137.94421537348205,291.97349222775983,0.8374265720715297,nan,nan,nan,u_cmd,direct
GP-CoeffClosure,Sparse RBF/Gaussian-process-style surrogate for aerodynamic coefficient residuals.,implemented,NumPy RBF/KRR,3.6417060597964834,1.6568874639924616,nan,nan,nan,19.20293669399689,20.85982415798935,0.19654863259125283,3459,50000,"Finite-basis RBF approximation to a GP coefficient closure trained from EOM-inferred coefficient residuals; centers=384, length_scale=3.03, residual gain=1.",open_loop,6.094826020839485,0.3240383094209027,4.440025326939658,0.2915970181884675,nan,nan,nan,0.11817565475461346,0.15079694863039408,0.04750828802034573,u_cmd,direct
SINDy,One-shot structured sparse aerodynamic coefficient model.,implemented,numpy,1.5599260561953443,0.06540144799510017,nan,nan,nan,37.55252760800067,37.61792905599577,0.0016281183748993212,16,50000,"Fits protected low-order aircraft coefficient terms and sparse residual-library terms in one regression; protected terms are not thresholded, residual terms are selected by sequential thresholded least squares.",open_loop,5.91988318679454,0.44217459704214107,0.7122524355702451,0.6586446776350678,nan,nan,nan,nan,nan,nan,u_cmd,direct
OEM-SS,Single-shooting output-error fit of the nominal aerodynamic parameter vector.,implemented,CasADi/IPOPT,0.10678545213434423,0.938791049993597,nan,nan,nan,6.401823805004824,7.340614854998421,nan,16,802,CasADi/IPOPT backend fitted on 2 trajectory samples with stride 10; nonlinear residuals are unmodeled.,open_loop,1.3391453122140844,0.046874289570566774,0.03582511027628332,0.01832437352188216,nan,nan,nan,nan,nan,nan,u_cmd,direct
OEM-MocapOutput,Output-error fit with latent flight states and mocap position/attitude as the measured output.,implemented,CasADi/IPOPT,0.3064736765549837,29.506841216003522,nan,nan,nan,5.89415992400609,35.40100114000961,nan,16,802,CasADi/IPOPT backend; preferred mocap formulation because it avoids differentiating position/attitude into noisy state targets.,open_loop,5.260451573121938,0.08272635367874187,0.14724602531015163,0.06985933508559775,106.15809691994158,36.822094328904235,0.18519451312964683,nan,nan,nan,u_cmd,direct
UDE-Residual,Universal differential equation: nominal dynamics plus a learned state-derivative residual.,implemented,PyTorch/cuda,0.034372061899523784,1.0036442749842536,1.0064323440000003,1.0033878173828126,68.81005859375,9.468015004007611,10.471659278991865,0.3108086884021759,4868,50000,Good for model-form error; residual dynamics are less directly interpretable as aerodynamic coefficients. Residual gain=1.,open_loop,0.7786426945381095,0.002307370454158338,0.026632062059232634,0.006611856873885411,nan,nan,nan,nan,nan,nan,u_cmd,direct
PINN-CoeffClosure,Modified Non-Determinant PINN-style closure: EOM residual identifies learned nonlinear aerodynamic coefficients.,implemented,PyTorch/cuda,0.2298215829908716,1.0129210030136164,1.0158526600000002,1.0126583251953125,68.42822265625,9.726803608995397,10.739724612009013,0.1979193240404129,4803,50000,Flight-dynamics-level PINN surrogate; does not enforce CFD/Navier-Stokes physics. Residual gain=1.,open_loop,0.6259062005037429,0.004895420117697048,0.29445197128407213,0.025468164110406893,nan,nan,nan,0.009771188012205417,0.006200027576844379,0.002908233193239604,u_cmd,direct
UDE-HiddenControl,Universal-differential-equation style hidden-input model: nominal plant driven by pilot command plus learned input correction.,implemented,PyTorch/cuda,0.15387366274516262,0.9821474250056781,0.9856671380000002,0.981886962890625,68.04541015625,10.934990378009388,11.917137803015066,0.5002691745758057,4738,50000,Learns an effective throttle/elevator correction from EOM residuals; intended for hidden actuator/autopilot input mismatch.,open_loop,3.719874988170452,0.038582803505008124,0.0744529629155118,0.023345241501625515,nan,nan,nan,nan,nan,nan,u_cmd,direct
PINN-HiddenElevator,PINN-style hidden-controller model: EOM pitch residual identifies a learned elevator command reshaping law.,implemented,PyTorch/cuda,0.14202522751008265,0.9992183999856934,1.0036974340000002,0.9989408569335938,67.66357421875,11.292231204017298,12.291449604002992,0.00276625226251781,4673,50000,"Uses the pitch-moment equation as the physics residual, so it targets SAFE/AS3X elevator behavior rather than aerodynamic residuals.",open_loop,3.3705390333781557,0.035374914189988414,0.06947201614244278,0.02215709973374633,nan,nan,nan,nan,nan,nan,u_cmd,direct
NN-CoeffSurrogate,Supervised neural surrogate for hidden aerodynamic coefficient residuals.,implemented,PyTorch/cuda,0.2861896305684376,0.9815006170247216,0.9851525670000001,0.9812461547851562,68.42822265625,9.281390067975735,10.262890685000457,0.001318066380918026,4803,50000,"Uses synthetic residual labels, so treat as an upper-bound surrogate rather than a flight-data-only identifier.",open_loop,1.2885415537807918,0.007736799809323556,0.36111574456354545,0.02673114030569842,nan,nan,nan,0.0049282026334357895,0.004941142498067865,0.003030527847171119,u_cmd,direct
Linear-SS (mocap),Discrete local linear state-space baseline fitted by one-step least squares.,implemented,numpy,0.15655701994796345,0.0720507680089213,nan,nan,nan,0.8428644259984139,0.9149151940073352,nan,28,256000,"Validation is an open-loop rollout from x0 using the supplied pilot-command history only; good scores indicate in-distribution discrete prediction, not aerodynamic interpretability.",open_loop,5.061844848537355,0.013365794238486287,0.10577888526214158,0.017388439906347773,nan,nan,nan,nan,nan,nan,u_cmd,mocap
Frequency-Welch (mocap),Coherence-weighted continuous-time linear model fitted from averaged Welch state/input spectra.,implemented,NumPy Welch/CSD,6996.014201826715,0.9855531350185629,nan,nan,nan,0.46359491799375974,1.4491480530123226,nan,28,21811,Welch/ETFE-inspired spectral fit using bins up to 12 Hz and coherence threshold 0.08; this is not CIFER and should be interpreted only as a compact local linear frequency-domain baseline.,open_loop,6753.786426048617,1210.270772909938,1834.1151068246215,5551.861316214563,nan,nan,nan,nan,nan,nan,u_cmd,mocap
Nominal (mocap),"Known nominal rigid-body and aerodynamic model, no fitted correction.",implemented,numpy,0.16242854439138307,0.0,nan,nan,nan,6.039637370995479,6.039637370995479,nan,8,0,Baseline; expected to miss hidden nonlinear aerodynamic terms.,open_loop,1.9573476309948423,0.05755741868127429,0.07667955104856075,0.030062986593677645,nan,nan,nan,0.0363065585466981,0.006293980249864283,0.004922169396994208,u_cmd,mocap
Model-Stitching (mocap),Initial-condition clustered local linear state-space models blended by scheduling weights.,implemented,NumPy local models,0.38973344679873095,0.11766427999828011,nan,nan,nan,5.866771041997708,5.9844353219959885,0.0006757496346937155,211,256000,"Fits 6 local discrete deviation models from whole local-excitation trajectory groups; rollout blends local predictions with RBF weights in state-input space, length_scale=0.937. Validation uses only x0 and the supplied pilot-command history.",open_loop,9.39603680001248,0.037093168214828554,0.33019477758301835,0.0263043236651395,nan,nan,nan,nan,nan,nan,u_cmd,mocap
Koopman-EDMD (mocap),Lifted linear discrete-time predictor fitted by extended dynamic mode decomposition.,implemented,NumPy EDMD,9.594539628697746,0.17640920999110676,nan,nan,nan,4.350937973998953,4.527347183990059,nan,120,256000,"Uses the same polynomial/trigonometric library as SINDy, but fits a one-step lifted map rather than sparse continuous-time derivatives; validation is open-loop from x0 and the supplied pilot-command history.",open_loop,766.8645733029823,0.19471167523007424,0.2234332275343838,0.7795096601046614,nan,nan,nan,nan,nan,nan,u_cmd,mocap
Subspace-Hankel (mocap),Hankel/SVD latent linear state-space baseline in the spirit of N4SID/MOESP.,implemented,NumPy SVD,0.541101539588123,6.39715319199604,nan,nan,nan,1.3542657810030505,7.75141897299909,nan,522,255296,"Past window=12, latent order=6; validation lag history is initialized from repeated x0 and pilot inputs, with no validation measurement feedback.",open_loop,10.730215738651228,0.032696962666173085,0.4745180380833602,0.08379452928962067,nan,nan,nan,nan,nan,nan,u_cmd,mocap
EquationError-LS (mocap),"Derivative-based least squares on inferred lift, drag, and moment coefficients.",implemented,numpy,0.4549796322569963,0.012606695992872119,nan,nan,nan,6.593243317998713,6.605850013991585,nan,8,50000,"Fast and interpretable, but differentiating noisy measurements biases the fit.",open_loop,5.042355495843958,0.04434112288442426,0.2613860619329506,0.2221850565160951,nan,nan,nan,nan,nan,nan,u_cmd,mocap
Frequency-Stitching (mocap),Trim-grid collection of local Welch continuous-time linear models blended by scheduling weights.,implemented,NumPy local Welch/CSD,9132.132189224521,1.710385195008712,nan,nan,nan,6.710430960985832,8.420816155994544,7.539381512909777,211,21811,"Fits 6 local Welch/ETFE-inspired continuous-time models on trim-grid groups; rollout blends local derivatives with RBF weights in state-input space, length_scale=0.937. This tests local frequency-domain stitching, not CIFER.",open_loop,11.120125890119219,2361.546662371213,3184.8005632914414,5542.061905586221,nan,nan,nan,nan,nan,nan,u_cmd,mocap
EKF-ParamID (mocap),Extended Kalman filter parameter-identification baseline; parameters are learned from training measurements then frozen for open-loop validation.,implemented,CasADi AD EKF,0.2920362051376554,1.0545104279881343,nan,nan,nan,7.659638232988073,8.714148660976207,0.00021496575521597535,156,3200,Training-only augmented-state EKF estimates the aerodynamic parameter vector using 8 trials at stride 10; validation is a pilot-command-only open-loop rollout.,open_loop,4.261093625370719,0.03506551725431438,0.16862753369606998,0.11733226513932059,nan,nan,nan,nan,nan,nan,u_cmd,mocap
Symbolic-Stepwise (mocap),Forward stepwise symbolic regression over the shared nonlinear candidate library.,implemented,NumPy stepwise,2602.7079596578,0.6063646659895312,nan,nan,nan,3.8315876799752004,4.437952345964732,nan,24,50000,Selects at most 5 nonconstant terms per state with a BIC-style complexity penalty.,open_loop,336.1310931308342,273.829870699596,1387.7629365446421,1746.9522329194576,nan,nan,nan,nan,nan,nan,u_cmd,mocap
GP-CoeffClosure (mocap),Sparse RBF/Gaussian-process-style surrogate for aerodynamic coefficient residuals.,implemented,NumPy RBF/KRR,3.679126576916586,1.6220956500037573,nan,nan,nan,20.704508636001265,22.326604286005022,0.18541017276220764,3459,50000,"Finite-basis RBF approximation to a GP coefficient closure trained from EOM-inferred coefficient residuals; centers=384, length_scale=3.03, residual gain=0.1.",open_loop,4.522527892740996,0.08729433142351171,0.21015910819716707,4.364760652314534,nan,nan,nan,0.029728720619690084,0.03328816531691891,0.004191183233581939,u_cmd,mocap
Variational-Mocap (mocap),"Sparse multiple-shooting MAP fit with latent states, mocap outputs, and process residuals.",implemented,CasADi/IPOPT,0.7637725784772527,8.18430818701745,nan,nan,nan,7.507475860009436,15.691784047026886,nan,1220,202,CasADi/IPOPT sparse latent-state estimator; approximates the variational/filter-error role without posterior covariance propagation.,open_loop,10.501375833920532,0.07264936230431304,0.7926257469010521,0.040444566191111586,137.94421537348205,291.97349222775983,0.8374265720715297,nan,nan,nan,u_cmd,mocap
SINDy (mocap),One-shot structured sparse aerodynamic coefficient model.,implemented,numpy,2.4428462916967795,0.07307673199102283,nan,nan,nan,37.90275719901547,37.97583393100649,0.009101838372968449,26,50000,"Fits protected low-order aircraft coefficient terms and sparse residual-library terms in one regression; protected terms are not thresholded, residual terms are selected by sequential thresholded least squares.",open_loop,9.45421325209912,0.9103228617729837,1.4855297514284664,0.3886740043184342,nan,nan,nan,nan,nan,nan,u_cmd,mocap
OEM-SS (mocap),Single-shooting output-error fit of the nominal aerodynamic parameter vector.,implemented,CasADi/IPOPT,0.23076420348565466,28.145945819007466,nan,nan,nan,6.594978499022545,34.74092431803001,nan,16,802,CasADi/IPOPT backend fitted on 2 trajectory samples with stride 10; nonlinear residuals are unmodeled.,open_loop,3.277648982169616,0.0436325175536171,0.17753478266892075,0.03233753212880573,nan,nan,nan,nan,nan,nan,u_cmd,mocap
OEM-MocapOutput (mocap),Output-error fit with latent flight states and mocap position/attitude as the measured output.,implemented,CasADi/IPOPT,0.3064736765549837,31.324231204023818,nan,nan,nan,5.834883168980014,37.15911437300383,nan,16,802,CasADi/IPOPT backend; preferred mocap formulation because it avoids differentiating position/attitude into noisy state targets.,open_loop,5.260451573121938,0.08272635367874187,0.14724602531015163,0.06985933508559775,106.15809691994158,36.822094328904235,0.18519451312964683,nan,nan,nan,u_cmd,mocap
UDE-Residual (mocap),Universal differential equation: nominal dynamics plus a learned state-derivative residual.,implemented,PyTorch/cuda,0.16089670012333063,1.1382290739857126,1.143749295,1.1379522705078124,68.81005859375,9.391904819989577,10.53013389397529,0.12552964687347412,4868,50000,Good for model-form error; residual dynamics are less directly interpretable as aerodynamic coefficients. Residual gain=0.1.,open_loop,1.9087611048504045,0.048301065399724744,0.08564664839918779,0.03465604840116186,nan,nan,nan,nan,nan,nan,u_cmd,mocap
PINN-CoeffClosure (mocap),Modified Non-Determinant PINN-style closure: EOM residual identifies learned nonlinear aerodynamic coefficients.,implemented,PyTorch/cuda,2.962277362971121,1.1232315919769462,1.1286863280000006,1.1227208251953125,68.42822265625,9.68117183999857,10.804403431975516,0.1266448199748993,4803,50000,Flight-dynamics-level PINN surrogate; does not enforce CFD/Navier-Stokes physics. Residual gain=0.1.,open_loop,5.132217031450747,0.05132774201396894,0.19754211819787684,3.4961358174186774,nan,nan,nan,0.03149652470821098,0.018183154918761185,0.004090068504196596,u_cmd,mocap
UDE-HiddenControl (mocap),Universal-differential-equation style hidden-input model: nominal plant driven by pilot command plus learned input correction.,implemented,PyTorch/cuda,0.1981797490892782,1.0055121250043157,1.011418881,1.0052542114257812,68.04541015625,11.031528221996268,12.037040347000584,0.43401288986206055,4738,50000,Learns an effective throttle/elevator correction from EOM residuals; intended for hidden actuator/autopilot input mismatch.,open_loop,3.818355477887576,0.05093565555540509,0.10042457493762379,0.03840390701278815,nan,nan,nan,nan,nan,nan,u_cmd,mocap
PINN-HiddenElevator (mocap),PINN-style hidden-controller model: EOM pitch residual identifies a learned elevator command reshaping law.,implemented,PyTorch/cuda,0.20326194385251015,0.9325854649941903,0.9357505049999997,0.93233544921875,67.66357421875,11.324325116991531,12.256910581985721,0.002928476780653,4673,50000,"Uses the pitch-moment equation as the physics residual, so it targets SAFE/AS3X elevator behavior rather than aerodynamic residuals.",open_loop,3.854642293682306,0.04559253948426656,0.10581042081369005,0.047629706985932885,nan,nan,nan,nan,nan,nan,u_cmd,mocap
NN-CoeffSurrogate (mocap),Supervised neural surrogate for hidden aerodynamic coefficient residuals.,implemented,PyTorch/cuda,0.33352446946659736,0.9955839450121857,1.0031162719999998,0.9953214111328125,68.42822265625,9.27324298399617,10.268826929008355,0.0019607534632086754,4803,50000,"Uses synthetic residual labels, so treat as an upper-bound surrogate rather than a flight-data-only identifier.",open_loop,3.841136281347032,0.0425872866911338,0.19187698534672978,0.14572125466917554,nan,nan,nan,0.0325297103876279,0.02442409659168841,0.014769033967162557,u_cmd,mocap
