method,description,implementation_status,backend,validation_score,train_elapsed_s,train_cpu_s,train_gpu_s,gpu_memory_mb,rollout_elapsed_s,total_elapsed_s,train_loss_final,decision_variables,train_samples,notes,evaluation_mode,rmse_V,rmse_alpha,rmse_gamma,rmse_Q,mocap_rmse_x_pos,mocap_rmse_z_pos,mocap_rmse_theta,coeff_residual_rmse_C_L,coeff_residual_rmse_C_D,coeff_residual_rmse_C_M,input_channel,state_source
OEM-SS,Single-shooting output-error fit of the nominal aerodynamic parameter vector.,implemented,CasADi/IPOPT,0.1965631481219403,1.3096551339840516,nan,nan,nan,7.141556843009312,8.451211976993363,nan,16,802,CasADi/IPOPT backend fitted on 2 trajectory samples with stride 10; nonlinear residuals are unmodeled.,open_loop,5.093985396814956,0.20171226475371615,0.2661400404880862,0.3078130794578979,nan,nan,nan,nan,nan,nan,u_cmd,direct
OEM-MocapOutput,Output-error fit with latent flight states and mocap position/attitude as the measured output.,implemented,CasADi/IPOPT,0.15031469197690053,31.96269549400313,nan,nan,nan,6.309913403994869,38.272608897998,nan,16,802,CasADi/IPOPT backend; preferred mocap formulation because it avoids differentiating position/attitude into noisy state targets.,open_loop,4.5104934109342745,0.09520860431704353,0.3037240381908251,0.32377934911997996,50.120920207581285,24.179595371131818,0.33004441377897775,nan,nan,nan,u_cmd,direct
UDE-Residual,Universal differential equation: nominal dynamics plus a learned state-derivative residual.,implemented,PyTorch/cuda,0.050442262566082474,1.5846483469940722,1.5651993400000004,1.584182861328125,68.81005859375,15.660851754975738,17.24550010196981,0.3109424412250519,4868,50000,Good for model-form error; residual dynamics are less directly interpretable as aerodynamic coefficients. Residual gain=1.,open_loop,1.4685361645003223,0.026751543708651657,0.1029612469106418,0.14768415082311517,nan,nan,nan,nan,nan,nan,u_cmd,direct
PINN-CoeffClosure,Modified Non-Determinant PINN-style closure: EOM residual identifies learned nonlinear aerodynamic coefficients.,implemented,PyTorch/cuda,0.05036721040608605,1.8848838609992526,1.856249096,1.88456494140625,68.42822265625,9.977594059018884,11.862477920018137,0.1982148140668869,4803,50000,Flight-dynamics-level PINN surrogate; does not enforce CFD/Navier-Stokes physics. Residual gain=1.,open_loop,1.4067129281407635,0.02771573830181217,0.10506523500166227,0.14526934128972413,nan,nan,nan,0.05949876441903856,0.03899990326528204,0.0188708582853835,u_cmd,direct
UDE-HiddenControl,Universal-differential-equation style hidden-input model: nominal plant driven by pilot command plus learned input correction.,implemented,PyTorch/cuda,0.14501960428786823,1.8858516750042327,1.8424358290000011,1.8855369873046874,68.04541015625,11.886266766989138,13.77211844199337,0.5000903010368347,4738,50000,Learns an effective throttle/elevator correction from EOM residuals; intended for hidden actuator/autopilot input mismatch.,open_loop,4.438024284933327,0.07154435475793493,0.33423920009993496,0.34791699298595447,nan,nan,nan,nan,nan,nan,u_cmd,direct
NN-CoeffSurrogate,Supervised neural surrogate for hidden aerodynamic coefficient residuals.,implemented,PyTorch/cuda,0.04175335620929703,1.6677809749962762,1.668710721,1.6674727783203125,68.42822265625,9.471142909984337,11.138923884980613,0.0013645428698509932,4803,50000,"Uses synthetic residual labels, so treat as an upper-bound surrogate rather than a flight-data-only identifier.",open_loop,0.9749393725797799,0.02324684756031177,0.08851015785696807,0.14488663786326111,nan,nan,nan,0.05258464900257798,0.03707253510619681,0.018332060050952694,u_cmd,direct
PINN-HiddenElevator,PINN-style hidden-controller model: EOM pitch residual identifies a learned elevator command reshaping law.,implemented,PyTorch/cuda,0.14623695771946135,1.6252350599970669,1.6259695590000005,1.6249495849609374,67.66357421875,11.625718607014278,13.250953667011345,0.003117850050330162,4673,50000,"Uses the pitch-moment equation as the physics residual, so it targets SAFE/AS3X elevator behavior rather than aerodynamic residuals.",open_loop,4.465094567375269,0.07167755993739304,0.3396466140089793,0.3500918844667146,nan,nan,nan,nan,nan,nan,u_cmd,direct
Linear-SS (mocap),Discrete local linear state-space baseline fitted by one-step least squares.,implemented,numpy,0.18483768477058515,0.06789390198537149,nan,nan,nan,0.9934132149792276,1.0613071169645991,nan,28,256000,"Validation is an open-loop rollout from x0 using the supplied pilot-command history only; good scores indicate in-distribution discrete prediction, not aerodynamic interpretability.",open_loop,7.471327031169019,0.08613383483700225,0.36207327909106607,0.33218577622297973,nan,nan,nan,nan,nan,nan,u_cmd,mocap
Model-Stitching (mocap),Initial-condition clustered local linear state-space models blended by scheduling weights.,implemented,NumPy local models,0.38701582355298436,0.09205870900768787,nan,nan,nan,5.534379450982669,5.626438159990357,0.0006757496346937155,211,256000,"Fits 6 local discrete deviation models from whole local-excitation trajectory groups; rollout blends local predictions with RBF weights in state-input space, length_scale=0.937. Validation uses only x0 and the supplied pilot-command history.",open_loop,19.224333985649235,0.07831799330720807,0.9814338039410773,0.3602666289242808,nan,nan,nan,nan,nan,nan,u_cmd,mocap
Frequency-Welch (mocap),Coherence-weighted continuous-time linear model fitted from averaged Welch state/input spectra.,implemented,NumPy Welch/CSD,1341.006387933221,1.279437663994031,nan,nan,nan,0.6509722420014441,1.9304099059954751,nan,28,21811,Welch/ETFE-inspired spectral fit using bins up to 12 Hz and coherence threshold 0.08; this is not CIFER and should be interpreted only as a compact local linear frequency-domain baseline.,open_loop,6107.73242055869,1347.4975322430562,2033.164436794654,6209.8092926852905,nan,nan,nan,nan,nan,nan,u_cmd,mocap
Nominal (mocap),"Known nominal rigid-body and aerodynamic model, no fitted correction.",implemented,numpy,0.21632585220442616,0.0,nan,nan,nan,6.0645831960137,6.0645831960137,nan,8,0,Baseline; expected to miss hidden nonlinear aerodynamic terms.,open_loop,5.504292871120399,0.22584602656898048,0.2902810725212332,0.3342918562653348,nan,nan,nan,0.08942571361463185,0.07329331697112483,0.04012261168270649,u_cmd,mocap
Koopman-EDMD (mocap),Lifted linear discrete-time predictor fitted by extended dynamic mode decomposition.,implemented,NumPy EDMD,18.935121908751835,0.16851270801271312,nan,nan,nan,5.171397104015341,5.339909812028054,nan,120,256000,"Uses the same polynomial/trigonometric library as SINDy, but fits a one-step lifted map rather than sparse continuous-time derivatives; validation is open-loop from x0 and the supplied pilot-command history.",open_loop,1833.1331895113028,0.4628401915982261,0.5665078167066643,1.8469031305951122,nan,nan,nan,nan,nan,nan,u_cmd,mocap
Subspace-Hankel (mocap),Hankel/SVD latent linear state-space baseline in the spirit of N4SID/MOESP.,implemented,NumPy SVD,0.2939984129424417,4.918297566997353,nan,nan,nan,1.2131191270018462,6.131416693999199,nan,522,255296,"Past window=12, latent order=6; validation lag history is initialized from repeated x0 and pilot inputs, with no validation measurement feedback.",open_loop,10.824149040817412,0.10429741109441637,0.8329708299132818,0.37391103623783045,nan,nan,nan,nan,nan,nan,u_cmd,mocap
EquationError-LS (mocap),"Derivative-based least squares on inferred lift, drag, and moment coefficients.",implemented,numpy,0.6893676682789978,0.013207108015194535,nan,nan,nan,7.563847531011561,7.5770546390267555,nan,8,50000,"Fast and interpretable, but differentiating noisy measurements biases the fit.",open_loop,8.125451932572576,0.22460757901357842,3.333047865461961,0.7859793445746627,nan,nan,nan,nan,nan,nan,u_cmd,mocap
EKF-ParamID (mocap),Extended Kalman filter parameter-identification baseline; parameters are learned from training measurements then frozen for open-loop validation.,implemented,CasADi AD EKF,0.20808941039092288,1.2706215440121014,nan,nan,nan,7.855673329991987,9.126294874004088,0.00021496575521597535,156,3200,Training-only augmented-state EKF estimates the aerodynamic parameter vector using 8 trials at stride 10; validation is a pilot-command-only open-loop rollout.,open_loop,5.46386039402727,0.13418533763155815,0.45238293685551995,0.4855188532348759,nan,nan,nan,nan,nan,nan,u_cmd,mocap
Frequency-Stitching (mocap),Trim-grid collection of local Welch continuous-time linear models blended by scheduling weights.,implemented,NumPy local Welch/CSD,1893.5741385019496,2.465652021986898,nan,nan,nan,7.132104687014362,9.59775670900126,7.539381512909777,211,21811,"Fits 6 local Welch/ETFE-inspired continuous-time models on trim-grid groups; rollout blends local derivatives with RBF weights in state-input space, length_scale=0.937. This tests local frequency-domain stitching, not CIFER.",open_loop,10.685678969387382,2371.331851513859,3267.6731734568775,6170.148662809228,nan,nan,nan,nan,nan,nan,u_cmd,mocap
Symbolic-Stepwise (mocap),Forward stepwise symbolic regression over the shared nonlinear candidate library.,implemented,NumPy stepwise,407.7306605976112,0.5556926470017061,nan,nan,nan,5.018391846999293,5.574084494000999,nan,24,50000,Selects at most 5 nonconstant terms per state with a BIC-style complexity penalty.,open_loop,314.0827729413409,262.21869070738967,1317.174148077569,1650.2818083070647,nan,nan,nan,nan,nan,nan,u_cmd,mocap
Variational-Mocap (mocap),"Sparse multiple-shooting MAP fit with latent states, mocap outputs, and process residuals.",implemented,CasADi/IPOPT,0.1875509776895249,7.443925148982089,nan,nan,nan,6.586996175989043,14.030921324971132,nan,1220,202,CasADi/IPOPT sparse latent-state estimator; approximates the variational/filter-error role without posterior covariance propagation.,open_loop,6.230009569127083,0.10320499006449825,0.40534381567043515,0.3603737076271571,51.60663916292781,86.69492366146918,0.43869904626516815,nan,nan,nan,u_cmd,mocap
GP-CoeffClosure (mocap),Sparse RBF/Gaussian-process-style surrogate for aerodynamic coefficient residuals.,implemented,NumPy RBF/KRR,0.17740137442487136,1.425534248992335,nan,nan,nan,21.538924460997805,22.96445870999014,0.18541017276220764,3459,50000,"Finite-basis RBF approximation to a GP coefficient closure trained from EOM-inferred coefficient residuals; centers=384, length_scale=3.03, residual gain=0.1.",open_loop,4.735505411112817,0.16110224279743235,0.2802359855943829,0.3120886694069092,nan,nan,nan,0.08722425336929526,0.09608622280816274,0.036445122388709825,u_cmd,mocap
SINDy (mocap),One-shot structured sparse aerodynamic coefficient model.,implemented,numpy,17.723063627678133,0.11387410599854775,nan,nan,nan,34.72808095201617,34.84195505801472,0.009101838372968449,26,50000,"Fits protected low-order aircraft coefficient terms and sparse residual-library terms in one regression; protected terms are not thresholded, residual terms are selected by sequential thresholded least squares.",open_loop,478.5774882289336,1.953108461769921,1.3942148065096371,178.69844179902378,nan,nan,nan,nan,nan,nan,u_cmd,mocap
OEM-SS (mocap),Single-shooting output-error fit of the nominal aerodynamic parameter vector.,implemented,CasADi/IPOPT,0.1636484911473831,25.236746638984187,nan,nan,nan,7.5094822389946785,32.746228877978865,nan,16,802,CasADi/IPOPT backend fitted on 2 trajectory samples with stride 10; nonlinear residuals are unmodeled.,open_loop,5.114199597952018,0.08350098356052853,0.3756389805040594,0.3613493224849799,nan,nan,nan,nan,nan,nan,u_cmd,mocap
OEM-MocapOutput (mocap),Output-error fit with latent flight states and mocap position/attitude as the measured output.,implemented,CasADi/IPOPT,0.15031469197690053,31.66970409100759,nan,nan,nan,6.349375830002828,38.019079921010416,nan,16,802,CasADi/IPOPT backend; preferred mocap formulation because it avoids differentiating position/attitude into noisy state targets.,open_loop,4.5104934109342745,0.09520860431704353,0.3037240381908251,0.32377934911997996,50.120920207581285,24.179595371131818,0.33004441377897775,nan,nan,nan,u_cmd,mocap
UDE-Residual (mocap),Universal differential equation: nominal dynamics plus a learned state-derivative residual.,implemented,PyTorch/cuda,0.21013824683086058,1.2775330340082292,1.2568893669999994,1.2771390380859375,68.81005859375,17.571022389020072,18.8485554230283,0.13223615288734436,4868,50000,Good for model-form error; residual dynamics are less directly interpretable as aerodynamic coefficients. Residual gain=0.1.,open_loop,5.127925610223657,0.2135336334930075,0.3013888967333421,0.3565865497632964,nan,nan,nan,nan,nan,nan,u_cmd,mocap
PINN-CoeffClosure (mocap),Modified Non-Determinant PINN-style closure: EOM residual identifies learned nonlinear aerodynamic coefficients.,implemented,PyTorch/cuda,0.18719578800211087,1.3012504559883382,1.2774706980000001,1.300893798828125,68.42822265625,17.80203765598708,19.103288111975417,0.11646503955125809,4803,50000,Flight-dynamics-level PINN surrogate; does not enforce CFD/Navier-Stokes physics. Residual gain=0.1.,open_loop,4.790325768827402,0.18200365684247474,0.27165118152753637,0.3314036681324212,nan,nan,nan,0.09057806360643804,0.08726706664781286,0.037385907850579006,u_cmd,mocap
UDE-HiddenControl (mocap),Universal-differential-equation style hidden-input model: nominal plant driven by pilot command plus learned input correction.,implemented,PyTorch/cuda,0.15576187482204973,1.388621707999846,1.3720018309999995,1.3881954345703125,68.04541015625,22.207769865024602,23.596391573024448,0.4337412118911743,4738,50000,Learns an effective throttle/elevator correction from EOM residuals; intended for hidden actuator/autopilot input mismatch.,open_loop,4.836671391880772,0.08175201275872525,0.34856136764779555,0.35223362943844383,nan,nan,nan,nan,nan,nan,u_cmd,mocap
PINN-HiddenElevator (mocap),PINN-style hidden-controller model: EOM pitch residual identifies a learned elevator command reshaping law.,implemented,PyTorch/cuda,0.154783946599792,1.2231633909977973,1.2114951549999997,1.2228402099609375,67.66357421875,20.237416996009415,21.460580387007212,0.0027541406452655792,4673,50000,"Uses the pitch-moment equation as the physics residual, so it targets SAFE/AS3X elevator behavior rather than aerodynamic residuals.",open_loop,4.794943114389376,0.08061346652134811,0.34789759490086053,0.3527268273097487,nan,nan,nan,nan,nan,nan,u_cmd,mocap
NN-CoeffSurrogate (mocap),Supervised neural surrogate for hidden aerodynamic coefficient residuals.,implemented,PyTorch/cuda,0.2177849950481055,1.554520526988199,1.5393976489999996,1.55408935546875,68.42822265625,17.3003164800175,18.8548370070057,0.0011299584293738008,4803,50000,"Uses synthetic residual labels, so treat as an upper-bound surrogate rather than a flight-data-only identifier.",open_loop,6.66394028882751,0.11888106937891765,0.4705118447629587,0.512203842168497,nan,nan,nan,0.1485475562586528,0.12232514618352806,0.06022439395717302,u_cmd,mocap
