method,description,implementation_status,backend,validation_score,train_elapsed_s,train_cpu_s,train_gpu_s,gpu_memory_mb,rollout_elapsed_s,total_elapsed_s,train_loss_final,decision_variables,train_samples,notes,evaluation_mode,rmse_V,rmse_alpha,rmse_gamma,rmse_Q,mocap_rmse_x_pos,mocap_rmse_z_pos,mocap_rmse_theta,coeff_residual_rmse_C_L,coeff_residual_rmse_C_D,coeff_residual_rmse_C_M,input_channel,state_source
GP-CoeffClosure,Sparse RBF/Gaussian-process-style surrogate for aerodynamic coefficient residuals.,implemented,NumPy RBF/KRR,0.04852542984143838,1.6122464520012727,nan,nan,nan,21.074199727998348,22.68644617999962,0.19654863259125283,3459,50000,"Finite-basis RBF approximation to a GP coefficient closure trained from EOM-inferred coefficient residuals; centers=384, length_scale=3.03, residual gain=1.",open_loop,1.0190200356216177,0.023716220869208115,0.08657022065525825,0.12682732438369732,nan,nan,nan,0.0464967001628226,0.032705097605101825,0.015420088998529183,u_cmd,direct
SINDy,One-shot structured sparse aerodynamic coefficient model.,implemented,numpy,543.2319112460457,0.07586762298888061,nan,nan,nan,30.98357425398717,31.059441876976052,0.0016281183748993212,16,50000,"Fits protected low-order aircraft coefficient terms and sparse residual-library terms in one regression; protected terms are not thresholded, residual terms are selected by sequential thresholded least squares.",open_loop,359.63008237323925,609.8266513947331,0.9947921894875654,3197.8697842192214,nan,nan,nan,nan,nan,nan,u_cmd,direct
OEM-SS,Single-shooting output-error fit of the nominal aerodynamic parameter vector.,implemented,CasADi/IPOPT,0.22388377046499325,1.184299248008756,nan,nan,nan,7.717045053999755,8.90134430200851,nan,16,802,CasADi/IPOPT backend fitted on 2 trajectory samples with stride 10; nonlinear residuals are unmodeled.,open_loop,3.813060898019959,0.23973787339218108,0.22093201111645264,0.30347164592732007,nan,nan,nan,nan,nan,nan,u_cmd,direct
OEM-MocapOutput,Output-error fit with latent flight states and mocap position/attitude as the measured output.,implemented,CasADi/IPOPT,0.15325921131731282,33.046505438003805,nan,nan,nan,7.231800922003458,40.278306360007264,nan,16,802,CasADi/IPOPT backend; preferred mocap formulation because it avoids differentiating position/attitude into noisy state targets.,open_loop,3.1607156485692616,0.08754996376600907,0.2767268868900901,0.32896627326665023,19.61588151183848,8.733345361925261,0.2980520489063305,nan,nan,nan,u_cmd,direct
UDE-Residual,Universal differential equation: nominal dynamics plus a learned state-derivative residual.,implemented,PyTorch/cuda,0.026053078815249868,0.9334191899979487,0.9346751440000007,0.933154541015625,68.81005859375,9.627517384011298,10.560936574009247,0.3107903003692627,4868,50000,Good for model-form error; residual dynamics are less directly interpretable as aerodynamic coefficients. Residual gain=1.,open_loop,0.5708065838804623,0.012018831238584052,0.04726593074450806,0.0665762950192802,nan,nan,nan,nan,nan,nan,u_cmd,direct
PINN-CoeffClosure,Modified Non-Determinant PINN-style closure: EOM residual identifies learned nonlinear aerodynamic coefficients.,implemented,PyTorch/cuda,0.02844990429955051,0.9552114110119874,0.9565503810000004,0.9549561157226563,68.42822265625,9.607243241000106,10.562454652012093,0.1975686401128769,4803,50000,Flight-dynamics-level PINN surrogate; does not enforce CFD/Navier-Stokes physics. Residual gain=1.,open_loop,0.5795465711892634,0.013214395490021656,0.05194931309431763,0.07948613544412103,nan,nan,nan,0.033432678095401736,0.022604037414502464,0.010218924604890938,u_cmd,direct
UDE-HiddenControl,Universal-differential-equation style hidden-input model: nominal plant driven by pilot command plus learned input correction.,implemented,PyTorch/cuda,0.185356152133376,0.9100678170070751,0.9120632179999992,0.909820556640625,68.04541015625,11.195123468001839,12.105191285008914,0.4740702509880066,4738,50000,Learns an effective throttle/elevator correction from EOM residuals; intended for hidden actuator/autopilot input mismatch.,open_loop,3.3421380635299225,0.15608715965685818,0.2599742824251044,0.3257644161112572,nan,nan,nan,nan,nan,nan,u_cmd,direct
PINN-HiddenElevator,PINN-style hidden-controller model: EOM pitch residual identifies a learned elevator command reshaping law.,implemented,PyTorch/cuda,0.1821346666183377,0.9239099209953565,0.9253737739999996,0.923653076171875,67.66357421875,11.43241714600299,12.356327066998347,0.012076345272362232,4673,50000,"Uses the pitch-moment equation as the physics residual, so it targets SAFE/AS3X elevator behavior rather than aerodynamic residuals.",open_loop,3.3021906196238406,0.15036643773060301,0.25972636957691264,0.32674897383985835,nan,nan,nan,nan,nan,nan,u_cmd,direct
NN-CoeffSurrogate,Supervised neural surrogate for hidden aerodynamic coefficient residuals.,implemented,PyTorch/cuda,0.022296989839594602,0.9113234679971356,0.9106278470000002,0.9108776245117187,68.42822265625,9.235484367003664,10.1468078350008,0.001203038147650659,4803,50000,"Uses synthetic residual labels, so treat as an upper-bound surrogate rather than a flight-data-only identifier.",open_loop,0.39547583537515774,0.011668577082443836,0.037735749685375325,0.07074848195242911,nan,nan,nan,0.03267149016936663,0.022075656759037054,0.009722663628213486,u_cmd,direct
Linear-SS (mocap),Discrete local linear state-space baseline fitted by one-step least squares.,implemented,numpy,0.19588718459094917,0.069387216004543,nan,nan,nan,1.1730200040037744,1.2424072200083174,nan,28,256000,"Validation is an open-loop rollout from x0 using the supplied pilot-command history only; good scores indicate in-distribution discrete prediction, not aerodynamic interpretability.",open_loop,4.468401236448168,0.07704444723082117,0.38494562980117214,0.4923310184849124,nan,nan,nan,nan,nan,nan,u_cmd,mocap
Model-Stitching (mocap),Initial-condition clustered local linear state-space models blended by scheduling weights.,implemented,NumPy local models,0.21246907398989695,0.08240708999801427,nan,nan,nan,3.8779004919924773,3.9603075819904916,0.0007665613182819463,197,256000,"Fits 6 local discrete linear models after clustering training trials by initial state; rollout blends local predictions with RBF weights in state space, length_scale=0.201. Validation uses only x0 and the supplied pilot-command history.",open_loop,5.24498741290637,0.08138244110519682,0.39990980695256617,0.5080547658948019,nan,nan,nan,nan,nan,nan,u_cmd,mocap
Frequency-Welch (mocap),Coherence-weighted continuous-time linear model fitted from averaged Welch state/input spectra.,implemented,NumPy Welch/CSD,1376.4900896715235,1.6129761079937452,nan,nan,nan,0.7056225179985631,2.3185986259923084,nan,28,44800,Welch/ETFE-inspired spectral fit using bins up to 12 Hz and coherence threshold 0.08; this is not CIFER and should be interpreted only as a compact local linear frequency-domain baseline.,open_loop,5407.430711799111,394.14295956397564,4626.828733619334,5427.783305338628,nan,nan,nan,nan,nan,nan,u_cmd,mocap
Nominal (mocap),"Known nominal rigid-body and aerodynamic model, no fitted correction.",implemented,numpy,0.2509923457173457,0.0,nan,nan,nan,6.35756338200008,6.35756338200008,nan,8,0,Baseline; expected to miss hidden nonlinear aerodynamic terms.,open_loop,4.17473969089274,0.2690453609787756,0.25807221199573105,0.33704987496152466,nan,nan,nan,0.10091361752495899,0.07251360165494171,0.040534204233134294,u_cmd,mocap
Koopman-EDMD (mocap),Lifted linear discrete-time predictor fitted by extended dynamic mode decomposition.,implemented,NumPy EDMD,19.51096420717024,0.16824295300466474,nan,nan,nan,4.837176754997927,5.0054197080025915,nan,120,256000,"Uses the same polynomial/trigonometric library as SINDy, but fits a one-step lifted map rather than sparse continuous-time derivatives; validation is open-loop from x0 and the supplied pilot-command history.",open_loop,1343.820693500501,0.3451927044297754,0.4293927516172323,1.3805848279454793,nan,nan,nan,nan,nan,nan,u_cmd,mocap
Subspace-Hankel (mocap),Hankel/SVD latent linear state-space baseline in the spirit of N4SID/MOESP.,implemented,NumPy SVD,0.2602397196943566,5.43194279599993,nan,nan,nan,1.2880893890105654,6.720032185010496,nan,522,255296,"Past window=12, latent order=6; validation lag history is initialized from repeated x0 and pilot inputs, with no validation measurement feedback.",open_loop,7.171405487502166,0.112441493903931,0.43518440819336945,0.5134304027211904,nan,nan,nan,nan,nan,nan,u_cmd,mocap
EquationError-LS (mocap),"Derivative-based least squares on inferred lift, drag, and moment coefficients.",implemented,numpy,0.255011473533258,0.013311754999449477,nan,nan,nan,6.876537429008749,6.889849184008199,nan,8,50000,"Fast and interpretable, but differentiating noisy measurements biases the fit.",open_loop,4.7262686289934654,0.1433091330153389,0.4991917158238708,0.5850798857858738,nan,nan,nan,nan,nan,nan,u_cmd,mocap
EKF-ParamID (mocap),Extended Kalman filter parameter-identification baseline; parameters are learned from training measurements then frozen for open-loop validation.,implemented,CasADi AD EKF,0.13104596469603622,0.9388962990051368,nan,nan,nan,6.267349108995404,7.206245408000541,0.00021496575521597535,156,3200,Training-only augmented-state EKF estimates the aerodynamic parameter vector using 8 trials at stride 10; validation is a pilot-command-only open-loop rollout.,open_loop,2.8372827971631023,0.06928288012511016,0.23929734637906488,0.28516464981869455,nan,nan,nan,nan,nan,nan,u_cmd,mocap
Symbolic-Stepwise (mocap),Forward stepwise symbolic regression over the shared nonlinear candidate library.,implemented,NumPy stepwise,511.8871637930408,0.6870794519927585,nan,nan,nan,4.416939789996832,5.10401924198959,nan,24,50000,Selects at most 5 nonconstant terms per state with a BIC-style complexity penalty.,open_loop,362.1249280391846,296.48230706197177,1488.6292731831347,1858.9318112391763,nan,nan,nan,nan,nan,nan,u_cmd,mocap
Variational-Mocap (mocap),"Sparse multiple-shooting MAP fit with latent states, mocap outputs, and process residuals.",implemented,CasADi/IPOPT,0.20507830503175445,8.739072076001321,nan,nan,nan,7.760188768996159,16.49926084499748,nan,1220,202,CasADi/IPOPT sparse latent-state estimator; approximates the variational/filter-error role without posterior covariance propagation.,open_loop,4.679402571534803,0.13760292145104586,0.3144029871162089,0.3416329532290692,36.615512795727234,30.525940011802376,0.3484666760648038,nan,nan,nan,u_cmd,mocap
GP-CoeffClosure (mocap),Sparse RBF/Gaussian-process-style surrogate for aerodynamic coefficient residuals.,implemented,NumPy RBF/KRR,0.19595048324412176,1.5433354989945656,nan,nan,nan,21.839472248990205,23.38280774798477,0.18541017276220764,3459,50000,"Finite-basis RBF approximation to a GP coefficient closure trained from EOM-inferred coefficient residuals; centers=384, length_scale=3.03, residual gain=0.1.",open_loop,3.482036116011639,0.18062041655849612,0.24683682785426284,0.3131135135010065,nan,nan,nan,0.10002210826895033,0.0842812312800147,0.03550375184461421,u_cmd,mocap
SINDy (mocap),One-shot structured sparse aerodynamic coefficient model.,implemented,numpy,85.88548013119262,0.08950581899262033,nan,nan,nan,29.506803566997405,29.596309385990025,0.009101838372968449,26,50000,"Fits protected low-order aircraft coefficient terms and sparse residual-library terms in one regression; protected terms are not thresholded, residual terms are selected by sequential thresholded least squares.",open_loop,1939.6338506675318,2.753049705908528,1.310072897783989,722.5965901174791,nan,nan,nan,nan,nan,nan,u_cmd,mocap
OEM-SS (mocap),Single-shooting output-error fit of the nominal aerodynamic parameter vector.,implemented,CasADi/IPOPT,0.1615423314604472,28.363655223991373,nan,nan,nan,7.306498373000068,35.67015359699144,nan,16,802,CasADi/IPOPT backend fitted on 2 trajectory samples with stride 10; nonlinear residuals are unmodeled.,open_loop,3.5130980694895593,0.08049497881734241,0.31542221210923405,0.3394358389191083,nan,nan,nan,nan,nan,nan,u_cmd,mocap
OEM-MocapOutput (mocap),Output-error fit with latent flight states and mocap position/attitude as the measured output.,implemented,CasADi/IPOPT,0.15325921131731282,32.626160289990366,nan,nan,nan,5.8836652640020475,38.509825553992414,nan,16,802,CasADi/IPOPT backend; preferred mocap formulation because it avoids differentiating position/attitude into noisy state targets.,open_loop,3.1607156485692616,0.08754996376600907,0.2767268868900901,0.32896627326665023,19.61588151183848,8.733345361925261,0.2980520489063305,nan,nan,nan,u_cmd,mocap
UDE-Residual (mocap),Universal differential equation: nominal dynamics plus a learned state-derivative residual.,implemented,PyTorch/cuda,0.31360059604110674,1.627657156001078,1.628377617,1.627387939453125,68.81005859375,9.340429960997426,10.968087116998504,0.12800121307373047,4868,50000,Good for model-form error; residual dynamics are less directly interpretable as aerodynamic coefficients. Residual gain=0.1.,open_loop,4.688540111133337,0.32379344236057844,0.41384772654964785,0.41803930603405465,nan,nan,nan,nan,nan,nan,u_cmd,mocap
PINN-CoeffClosure (mocap),Modified Non-Determinant PINN-style closure: EOM residual identifies learned nonlinear aerodynamic coefficients.,implemented,PyTorch/cuda,0.21931367909388236,1.6247536959999707,1.6276421069999998,1.62444970703125,68.42822265625,9.596193201999995,11.220946897999966,0.1152486726641655,4803,50000,Flight-dynamics-level PINN surrogate; does not enforce CFD/Navier-Stokes physics. Residual gain=0.1.,open_loop,3.731397817798979,0.20622833193095672,0.279180387228422,0.350657642522071,nan,nan,nan,0.10693232785528699,0.08025278399131891,0.03670571012102719,u_cmd,mocap
UDE-HiddenControl (mocap),Universal-differential-equation style hidden-input model: nominal plant driven by pilot command plus learned input correction.,implemented,PyTorch/cuda,0.24121034194069077,0.9819220339995809,0.9833207690000005,0.9816608276367188,68.04541015625,10.939396145011415,11.921318179010996,0.17190271615982056,4738,50000,Learns an effective throttle/elevator correction from EOM residuals; intended for hidden actuator/autopilot input mismatch.,open_loop,4.618662708641177,0.19777137564213956,0.35265243373834276,0.37986146765194845,nan,nan,nan,nan,nan,nan,u_cmd,mocap
PINN-HiddenElevator (mocap),PINN-style hidden-controller model: EOM pitch residual identifies a learned elevator command reshaping law.,implemented,PyTorch/cuda,0.24100776839686036,0.9156760890036821,0.9169522990000001,0.9154232177734375,67.66357421875,11.34183414898871,12.257510237992392,0.008271864615380764,4673,50000,"Uses the pitch-moment equation as the physics residual, so it targets SAFE/AS3X elevator behavior rather than aerodynamic residuals.",open_loop,4.5585007136888605,0.19912257879653603,0.3531049058448368,0.37926102484301266,nan,nan,nan,nan,nan,nan,u_cmd,mocap
NN-CoeffSurrogate (mocap),Supervised neural surrogate for hidden aerodynamic coefficient residuals.,implemented,PyTorch/cuda,0.2823869643438032,0.9695786719967145,0.9728458959999999,0.969308837890625,68.42822265625,9.366521814008593,10.336100486005307,0.0021292781457304955,4803,50000,"Uses synthetic residual labels, so treat as an upper-bound surrogate rather than a flight-data-only identifier.",open_loop,6.315455676161939,0.14660576748706347,0.510767835592974,0.6032429303502029,nan,nan,nan,0.18485839602360712,0.14605157290557277,0.07050406426465078,u_cmd,mocap
