method,description,implementation_status,backend,validation_score,train_elapsed_s,train_cpu_s,train_gpu_s,gpu_memory_mb,rollout_elapsed_s,total_elapsed_s,train_loss_final,decision_variables,train_samples,notes,evaluation_mode,rmse_V,rmse_alpha,rmse_gamma,rmse_Q,mocap_rmse_x_pos,mocap_rmse_z_pos,mocap_rmse_theta,coeff_residual_rmse_C_L,coeff_residual_rmse_C_D,coeff_residual_rmse_C_M,input_channel,state_source
Variational-Mocap,"Sparse multiple-shooting MAP fit with latent states, mocap outputs, and process residuals.",implemented,CasADi/IPOPT,0.8100742157855209,7.70399643399287,nan,nan,nan,7.1373650030000135,14.841361436992884,nan,1220,202,CasADi/IPOPT sparse latent-state estimator; approximates the variational/filter-error role without posterior covariance propagation.,open_loop,12.840999755307696,0.05578397184733214,1.0273003313467886,0.055634156008201326,45.942073000196395,391.94606918466803,1.0735941400101565,nan,nan,nan,u_cmd,direct
GP-CoeffClosure,Sparse RBF/Gaussian-process-style surrogate for aerodynamic coefficient residuals.,implemented,NumPy RBF/KRR,0.023118459631241824,1.5391201709862798,nan,nan,nan,21.587974255991867,23.127094426978147,0.19654863259125283,3459,50000,"Finite-basis RBF approximation to a GP coefficient closure trained from EOM-inferred coefficient residuals; centers=384, length_scale=3.03, residual gain=1.",open_loop,0.379798001037373,0.003533795187445434,0.013537421267432423,0.0052839312404093525,nan,nan,nan,0.0011098855608168844,0.0007330451221405751,0.0005772027997982137,u_cmd,direct
OEM-SS,Single-shooting output-error fit of the nominal aerodynamic parameter vector.,implemented,CasADi/IPOPT,0.06094980464667618,0.8303880849853158,nan,nan,nan,5.765967112005455,6.596355196990771,nan,16,802,CasADi/IPOPT backend fitted on 2 trajectory samples with stride 10; nonlinear residuals are unmodeled.,open_loop,1.1155215896109905,0.012419858531950245,0.026535556614098926,0.008419250302910563,nan,nan,nan,nan,nan,nan,u_cmd,direct
SINDy,One-shot structured sparse aerodynamic coefficient model.,implemented,numpy,2.0126820298597012,0.0669751169916708,nan,nan,nan,38.36510776900104,38.43208288599271,0.0016281183748993212,16,50000,"Fits protected low-order aircraft coefficient terms and sparse residual-library terms in one regression; protected terms are not thresholded, residual terms are selected by sequential thresholded least squares.",open_loop,3.4853549791437173,0.4304481021856098,0.5908320896065788,1.1076869069353794,nan,nan,nan,nan,nan,nan,u_cmd,direct
OEM-MocapOutput,Output-error fit with latent flight states and mocap position/attitude as the measured output.,implemented,CasADi/IPOPT,0.38725540193410457,30.40303624799708,nan,nan,nan,6.534250863012858,36.93728711100994,nan,16,802,CasADi/IPOPT backend; preferred mocap formulation because it avoids differentiating position/attitude into noisy state targets.,open_loop,4.952097079663904,0.09506776256874128,0.14275262180260356,0.07074177344350695,93.62389303051428,15.76038645544594,0.1902465096014416,nan,nan,nan,u_cmd,direct
UDE-Residual,Universal differential equation: nominal dynamics plus a learned state-derivative residual.,implemented,PyTorch/cuda,0.008120416901647371,1.5061342970002443,1.4820073889999996,1.5057474365234376,68.81005859375,17.322340967977652,18.828475264977897,0.31129997968673706,4868,50000,Good for model-form error; residual dynamics are less directly interpretable as aerodynamic coefficients. Residual gain=1.,open_loop,0.12662078388620135,0.0009607050106122167,0.005123744362888416,0.0025471486696510295,nan,nan,nan,nan,nan,nan,u_cmd,direct
PINN-CoeffClosure,Modified Non-Determinant PINN-style closure: EOM residual identifies learned nonlinear aerodynamic coefficients.,implemented,PyTorch/cuda,0.017281674570410084,1.2890918650082313,1.270253447,1.2887161865234376,68.42822265625,17.04740245800349,18.33649432301172,0.19748102128505707,4803,50000,Flight-dynamics-level PINN surrogate; does not enforce CFD/Navier-Stokes physics. Residual gain=1.,open_loop,0.31373967877016334,0.002826047401981089,0.008952431356711126,0.0034919818602148585,nan,nan,nan,0.0009252403344847048,0.0006907828479466678,0.00042299721297541176,u_cmd,direct
UDE-HiddenControl,Universal-differential-equation style hidden-input model: nominal plant driven by pilot command plus learned input correction.,implemented,PyTorch/cuda,0.10707468944970873,1.1961426030029543,1.1647661209999995,1.1957615966796875,68.04541015625,20.186844181997003,21.382986784999957,0.4998597204685211,4738,50000,Learns an effective throttle/elevator correction from EOM residuals; intended for hidden actuator/autopilot input mismatch.,open_loop,1.7129255644108825,0.01291878592732248,0.061512412854135855,0.03551966854139294,nan,nan,nan,nan,nan,nan,u_cmd,direct
PINN-HiddenElevator,PINN-style hidden-controller model: EOM pitch residual identifies a learned elevator command reshaping law.,implemented,PyTorch/cuda,0.10589632711365124,1.3544345069967676,1.331809389,1.3541124267578124,67.66357421875,20.179226101987297,21.533660608984064,0.002940142760053277,4673,50000,"Uses the pitch-moment equation as the physics residual, so it targets SAFE/AS3X elevator behavior rather than aerodynamic residuals.",open_loop,1.6714022179998356,0.012301993258549545,0.06246761531841686,0.03594757803406526,nan,nan,nan,nan,nan,nan,u_cmd,direct
NN-CoeffSurrogate,Supervised neural surrogate for hidden aerodynamic coefficient residuals.,implemented,PyTorch/cuda,0.03535104553920879,1.2587288230133709,1.217918869,1.2583846435546875,68.42822265625,16.237294952996308,17.49602377600968,0.001323247910477221,4803,50000,"Uses synthetic residual labels, so treat as an upper-bound surrogate rather than a flight-data-only identifier.",open_loop,0.5931909546016922,0.005507998717079099,0.01940211382159096,0.008290360524825017,nan,nan,nan,0.002544449379435512,0.0005389634108904359,0.0005837333690728185,u_cmd,direct
Linear-SS (mocap),Discrete local linear state-space baseline fitted by one-step least squares.,implemented,numpy,0.24187028886279408,0.0745195519994013,nan,nan,nan,1.2323727140028495,1.3068922660022508,nan,28,256000,"Validation is an open-loop rollout from x0 using the supplied pilot-command history only; good scores indicate in-distribution discrete prediction, not aerodynamic interpretability.",open_loop,6.771451111252021,0.02520557185696668,0.13633448913963575,0.03013032409107351,nan,nan,nan,nan,nan,nan,u_cmd,mocap
Frequency-Welch (mocap),Coherence-weighted continuous-time linear model fitted from averaged Welch state/input spectra.,implemented,NumPy Welch/CSD,7518.658995026326,1.21446140401531,nan,nan,nan,0.5047033860173542,1.7191647900326643,nan,28,21811,Welch/ETFE-inspired spectral fit using bins up to 12 Hz and coherence threshold 0.08; this is not CIFER and should be interpreted only as a compact local linear frequency-domain baseline.,open_loop,6764.4273833621855,1212.530083583843,1837.5989000607042,5562.45945364497,nan,nan,nan,nan,nan,nan,u_cmd,mocap
Symbolic-Stepwise (mocap),Forward stepwise symbolic regression over the shared nonlinear candidate library.,implemented,NumPy stepwise,1984.335017016523,0.6589442419935949,nan,nan,nan,3.028063301986549,3.687007543980144,nan,24,50000,Selects at most 5 nonconstant terms per state with a BIC-style complexity penalty.,open_loop,259.34144095173406,221.9436135605737,1113.8359930963484,1398.2990741041033,nan,nan,nan,nan,nan,nan,u_cmd,mocap
Koopman-EDMD (mocap),Lifted linear discrete-time predictor fitted by extended dynamic mode decomposition.,implemented,NumPy EDMD,12.460480273936902,0.19786066099186428,nan,nan,nan,5.535274947003927,5.733135607995791,nan,120,256000,"Uses the same polynomial/trigonometric library as SINDy, but fits a one-step lifted map rather than sparse continuous-time derivatives; validation is open-loop from x0 and the supplied pilot-command history.",open_loop,710.0624592510787,0.1943836562595303,0.2059554178204726,0.7758869035692454,nan,nan,nan,nan,nan,nan,u_cmd,mocap
Subspace-Hankel (mocap),Hankel/SVD latent linear state-space baseline in the spirit of N4SID/MOESP.,implemented,NumPy SVD,0.6633364118204854,5.598390536993975,nan,nan,nan,0.9931988579919562,6.591589394985931,nan,522,255296,"Past window=12, latent order=6; validation lag history is initialized from repeated x0 and pilot inputs, with no validation measurement feedback.",open_loop,14.107284325613744,0.04165254876939895,0.6208173407669926,0.10843796981085324,nan,nan,nan,nan,nan,nan,u_cmd,mocap
EquationError-LS (mocap),"Derivative-based least squares on inferred lift, drag, and moment coefficients.",implemented,numpy,0.449945139654611,0.015926791005767882,nan,nan,nan,6.7890139920054935,6.804940783011261,nan,8,50000,"Fast and interpretable, but differentiating noisy measurements biases the fit.",open_loop,4.698633307684843,0.045030171059073136,0.269905564512361,0.22145113338968395,nan,nan,nan,nan,nan,nan,u_cmd,mocap
Nominal (mocap),"Known nominal rigid-body and aerodynamic model, no fitted correction.",implemented,numpy,0.15527067229575636,0.0,nan,nan,nan,6.867306980013382,6.867306980013382,nan,8,0,Baseline; expected to miss hidden nonlinear aerodynamic terms.,open_loop,2.1899426222106895,0.030720883899300524,0.083902189394113,0.028406014900164454,nan,nan,nan,0.007292265977833135,0.0013143193560725603,0.0014059925957970064,u_cmd,mocap
Model-Stitching (mocap),Initial-condition clustered local linear state-space models blended by scheduling weights.,implemented,NumPy local models,0.47765512566412627,0.10994884898536839,nan,nan,nan,6.019014195975615,6.128963044960983,0.0006757496346937155,211,256000,"Fits 6 local discrete deviation models from whole local-excitation trajectory groups; rollout blends local predictions with RBF weights in state-input space, length_scale=0.937. Validation uses only x0 and the supplied pilot-command history.",open_loop,12.878019792280018,0.05373817896966111,0.30969077934596156,0.035670674723813925,nan,nan,nan,nan,nan,nan,u_cmd,mocap
EKF-ParamID (mocap),Extended Kalman filter parameter-identification baseline; parameters are learned from training measurements then frozen for open-loop validation.,implemented,CasADi AD EKF,0.28574818085074083,1.0333594880066812,nan,nan,nan,6.502836756000761,7.536196244007442,0.00021496575521597535,156,3200,Training-only augmented-state EKF estimates the aerodynamic parameter vector using 8 trials at stride 10; validation is a pilot-command-only open-loop rollout.,open_loop,3.6650556806107746,0.03735331789939108,0.16981840109850166,0.10315655029635092,nan,nan,nan,nan,nan,nan,u_cmd,mocap
Frequency-Stitching (mocap),Trim-grid collection of local Welch continuous-time linear models blended by scheduling weights.,implemented,NumPy local Welch/CSD,8513.766376833544,2.4832021280017216,nan,nan,nan,9.366762700985419,11.84996482898714,7.539381512909777,211,21811,"Fits 6 local Welch/ETFE-inspired continuous-time models on trim-grid groups; rollout blends local derivatives with RBF weights in state-input space, length_scale=0.937. This tests local frequency-domain stitching, not CIFER.",open_loop,11.778249713000463,1991.5945300478922,2661.0598369124245,4444.140651020197,nan,nan,nan,nan,nan,nan,u_cmd,mocap
UDE-Residual (mocap),Universal differential equation: nominal dynamics plus a learned state-derivative residual.,implemented,PyTorch/cuda,0.14231092597039618,1.7265285709872842,1.584037670999999,1.725589599609375,68.81005859375,16.636681967996992,18.363210538984276,0.12865057587623596,4868,50000,Good for model-form error; residual dynamics are less directly interpretable as aerodynamic coefficients. Residual gain=0.1.,open_loop,2.051836741052897,0.027540792910007245,0.07633873132813965,0.02707430363560636,nan,nan,nan,nan,nan,nan,u_cmd,mocap
PINN-CoeffClosure (mocap),Modified Non-Determinant PINN-style closure: EOM residual identifies learned nonlinear aerodynamic coefficients.,implemented,PyTorch/cuda,0.15007082172735006,1.7757354300119914,1.6589566629999997,1.7754124755859375,68.42822265625,16.723095219000243,18.498830649012234,0.12083713710308075,4803,50000,Flight-dynamics-level PINN surrogate; does not enforce CFD/Navier-Stokes physics. Residual gain=0.1.,open_loop,2.1321721750090146,0.02895844645572903,0.0811690278868699,0.029065914723858825,nan,nan,nan,0.006636213747064361,0.007423388813876606,0.0013027357639733418,u_cmd,mocap
Variational-Mocap (mocap),"Sparse multiple-shooting MAP fit with latent states, mocap outputs, and process residuals.",implemented,CasADi/IPOPT,0.8100742157855209,6.587695308990078,nan,nan,nan,6.836242132994812,13.42393744198489,nan,1220,202,CasADi/IPOPT sparse latent-state estimator; approximates the variational/filter-error role without posterior covariance propagation.,open_loop,12.840999755307696,0.05578397184733214,1.0273003313467886,0.055634156008201326,45.942073000196395,391.94606918466803,1.0735941400101565,nan,nan,nan,u_cmd,mocap
GP-CoeffClosure (mocap),Sparse RBF/Gaussian-process-style surrogate for aerodynamic coefficient residuals.,implemented,NumPy RBF/KRR,0.14458486831033454,1.6383944200060796,nan,nan,nan,21.87630722700851,23.51470164701459,0.18541017276220764,3459,50000,"Finite-basis RBF approximation to a GP coefficient closure trained from EOM-inferred coefficient residuals; centers=384, length_scale=3.03, residual gain=0.1.",open_loop,2.061158215769135,0.027580935307795183,0.07854990014834878,0.028515748951819256,nan,nan,nan,0.006819029886100684,0.012630560879651065,0.0013292089804674407,u_cmd,mocap
SINDy (mocap),One-shot structured sparse aerodynamic coefficient model.,implemented,numpy,2.8481838467388907,0.08392265401198529,nan,nan,nan,38.827223336003954,38.91114599001594,0.009101838372968449,26,50000,"Fits protected low-order aircraft coefficient terms and sparse residual-library terms in one regression; protected terms are not thresholded, residual terms are selected by sequential thresholded least squares.",open_loop,10.052005231345081,0.8701453361202591,1.4640256243204717,0.3808115126135096,nan,nan,nan,nan,nan,nan,u_cmd,mocap
UDE-HiddenControl (mocap),Universal-differential-equation style hidden-input model: nominal plant driven by pilot command plus learned input correction.,implemented,PyTorch/cuda,0.1788333800275992,1.2856830329983495,1.2769176840000007,1.28531005859375,68.04541015625,17.73797847601236,19.023661509010708,0.43307921290397644,4738,50000,Learns an effective throttle/elevator correction from EOM residuals; intended for hidden actuator/autopilot input mismatch.,open_loop,2.3322216941460345,0.029080806193097986,0.09919928143437998,0.052404657853562554,nan,nan,nan,nan,nan,nan,u_cmd,mocap
PINN-HiddenElevator (mocap),PINN-style hidden-controller model: EOM pitch residual identifies a learned elevator command reshaping law.,implemented,PyTorch/cuda,0.1689939180700788,1.3645263710059226,1.3544366290000003,1.3641356201171875,67.66357421875,21.48982084999443,22.854347221000353,0.0026140008121728897,4673,50000,"Uses the pitch-moment equation as the physics residual, so it targets SAFE/AS3X elevator behavior rather than aerodynamic residuals.",open_loop,2.1749421216042393,0.02687369035252176,0.09433313797298418,0.05144489580146136,nan,nan,nan,nan,nan,nan,u_cmd,mocap
OEM-SS (mocap),Single-shooting output-error fit of the nominal aerodynamic parameter vector.,implemented,CasADi/IPOPT,0.22307905979209933,27.797828492999543,nan,nan,nan,6.391892701998586,34.18972119499813,nan,16,802,CasADi/IPOPT backend fitted on 2 trajectory samples with stride 10; nonlinear residuals are unmodeled.,open_loop,2.2134914890394852,0.03372613216712633,0.20271301640477363,0.04095185974711638,nan,nan,nan,nan,nan,nan,u_cmd,mocap
OEM-MocapOutput (mocap),Output-error fit with latent flight states and mocap position/attitude as the measured output.,implemented,CasADi/IPOPT,0.38725540193410457,31.186734707007417,nan,nan,nan,6.931213168980321,38.11794787598774,nan,16,802,CasADi/IPOPT backend; preferred mocap formulation because it avoids differentiating position/attitude into noisy state targets.,open_loop,4.952097079663904,0.09506776256874128,0.14275262180260356,0.07074177344350695,93.62389303051428,15.76038645544594,0.1902465096014416,nan,nan,nan,u_cmd,mocap
NN-CoeffSurrogate (mocap),Supervised neural surrogate for hidden aerodynamic coefficient residuals.,implemented,PyTorch/cuda,0.21301475483691196,1.3506104839907493,1.2972772710000005,1.35021533203125,68.42822265625,16.88233271901845,18.2329432030092,0.0015057723503559828,4803,50000,"Uses synthetic residual labels, so treat as an upper-bound surrogate rather than a flight-data-only identifier.",open_loop,3.89592474460012,0.027033818366961115,0.13381483266630698,0.049833184437786726,nan,nan,nan,0.013098243531486323,0.0038008419454648628,0.003284511533425409,u_cmd,mocap
