method,description,implementation_status,backend,validation_score,train_elapsed_s,rollout_elapsed_s,total_elapsed_s,train_loss_final,decision_variables,train_samples,notes,rmse_V,rmse_alpha,rmse_gamma,rmse_Q,mocap_rmse_x_pos,mocap_rmse_z_pos,mocap_rmse_theta,coeff_residual_rmse_C_L,coeff_residual_rmse_C_D,coeff_residual_rmse_C_M,input_channel,state_source
Nominal (mocap),"Known nominal rigid-body and aerodynamic model, no fitted correction.",implemented,numpy,0.7135477591856964,0.0,3.6307830000005197,3.6307830000005197,nan,8,0,Baseline; expected to miss hidden nonlinear aerodynamic terms.,2.1077556388863488,0.029087756028656937,0.08202589061926512,0.02805114201842826,nan,nan,nan,0.0011136934304502636,0.0024948892811889303,0.0005667821484368856,u_cmd,mocap
Linear-SS (mocap),Discrete local linear state-space baseline fitted by one-step least squares.,implemented,numpy,0.3122209987261838,0.02677387600124348,0.5770717030027299,0.6038455790039734,nan,28,256000,Captures local small-signal behavior but has no explicit aerodynamic interpretation.,1.0776004958462744,0.0032520319984751063,0.05629071684935079,0.004863346871200614,nan,nan,nan,nan,nan,nan,u_cmd,mocap
Koopman-EDMD (mocap),Lifted linear discrete-time predictor fitted by extended dynamic mode decomposition.,implemented,NumPy EDMD,31.47458090906035,0.07417951899697073,2.682654085001559,2.7568336039985297,nan,120,256000,"Uses the same polynomial/trigonometric library as SINDy, but fits a one-step lifted map rather than sparse continuous-time derivatives.",247.9574887039329,0.1939737150175323,0.19261176243764272,0.7217110069811421,nan,nan,nan,nan,nan,nan,u_cmd,mocap
Subspace-Hankel (mocap),Hankel/SVD latent linear state-space baseline in the spirit of N4SID/MOESP.,implemented,NumPy SVD,47910.68575742193,2.4023829870056943,0.7093032720003976,3.111686259006092,nan,522,255296,"Past window=12, latent order=6; linear latent model identified from lagged input-output Hankel features.",2971.297633693251,4036.6211704189554,3696.345141044343,4719.259543744849,nan,nan,nan,nan,nan,nan,u_cmd,mocap
Frequency-Welch (mocap),Coherence-weighted continuous-time linear model fitted from averaged Welch state/input spectra.,implemented,NumPy Welch/CSD,39863.316201979775,0.5081221459986409,0.18718318500032183,0.6953053309989627,nan,28,7810,Welch/ETFE-inspired spectral fit using bins up to 12 Hz and coherence threshold 0.08; this is not CIFER and should be interpreted only as a compact local linear frequency-domain baseline.,2678.751753593093,740.6068616969269,2587.3056806124096,8513.98941196751,nan,nan,nan,nan,nan,nan,u_cmd,mocap
EquationError-LS (mocap),"Derivative-based least squares on inferred lift, drag, and moment coefficients.",implemented,numpy,5.0025625287085,0.0064013369992608204,3.612402020000445,3.618803356999706,nan,8,50000,"Fast and interpretable, but differentiating noisy measurements biases the fit.",21.551756515304575,0.13240203472902223,0.4931452294565964,0.15461139697245144,nan,nan,nan,nan,nan,nan,u_cmd,mocap
FilterError-EKF (mocap),Extended Kalman filter prediction-error baseline around a fitted aerodynamic parameter model.,implemented,CasADi AD EKF,0.056916452999217805,0.006242316005227622,8.575949699996272,8.5821920160015,nan,24,50000,Approximates filter-error PEM behavior with a fixed EKF covariance model; parameters initialized by equation-error LS and the RK4 transition Jacobian is computed by CasADi AD every 1 samples.,0.3269905491769624,0.0007078889062697417,0.0006181347076386557,0.004553991161859054,nan,nan,nan,nan,nan,nan,u_cmd,mocap
OEM-SS (mocap),Single-shooting output-error fit of the nominal aerodynamic parameter vector.,implemented,CasADi/IPOPT,0.9084926586104927,11.960674636997283,3.578157686999475,15.538832323996758,nan,16,802,CasADi/IPOPT backend fitted on 2 trajectory samples with stride 10; nonlinear residuals are unmodeled.,1.9744218595790632,0.06053541300762727,0.09080025885925222,0.033454031257335426,nan,nan,nan,nan,nan,nan,u_cmd,mocap
OEM-MocapOutput (mocap),Output-error fit with latent flight states and mocap position/attitude as the measured output.,implemented,CasADi/IPOPT,0.7381679803651863,13.346314709997387,3.651162498994381,16.997477208991768,nan,16,802,CasADi/IPOPT backend; preferred mocap formulation because it avoids differentiating position/attitude into noisy state targets.,2.2242086597204325,0.02933766581842937,0.08489667120999461,0.028729385810316845,9.888417962581508,9.570985500209046,0.07987816986179454,nan,nan,nan,u_cmd,mocap
Variational-Mocap (mocap),"Sparse multiple-shooting MAP fit with latent states, mocap outputs, and process residuals.",implemented,CasADi/IPOPT,0.8647916527927783,3.18347126700246,3.6005084779972094,6.7839797449996695,nan,1220,202,CasADi/IPOPT sparse latent-state estimator; approximates the variational/filter-error role without posterior covariance propagation.,2.3434138342753115,0.030269234308133115,0.11393966920621672,0.036632274312216453,16.096591062030374,34.04192826620679,0.1157106962390716,nan,nan,nan,u_cmd,mocap
SINDy (mocap),Sparse regression of the full state derivative on polynomial/trigonometric state-input features.,implemented,numpy,257.9467324494031,0.09175718200276606,6.817530488006014,6.90928767000878,nan,49,50000,Flexible equation discovery; rollout stability depends on derivative quality and sparsity threshold.,2324.0643924818746,0.010393714304727337,0.028203055735216462,0.018312027922985957,nan,nan,nan,nan,nan,nan,u_cmd,mocap
Symbolic-Stepwise (mocap),Forward stepwise symbolic regression over the shared nonlinear candidate library.,implemented,NumPy stepwise,0.4255660812507403,0.41091020699968794,7.198398015003477,7.609308222003165,nan,24,50000,Selects at most 5 nonconstant terms per state with a BIC-style complexity penalty.,1.8010766987252962,0.004180476873841661,0.06553346434749552,0.005472908852562974,nan,nan,nan,nan,nan,nan,u_cmd,mocap
GP-CoeffClosure (mocap),Sparse RBF/Gaussian-process-style surrogate for aerodynamic coefficient residuals.,implemented,NumPy RBF/KRR,758.5061040571962,1.0281872159976047,13.783193102004589,14.811380318002193,0.3172480492046098,3459,50000,"Finite-basis RBF approximation to a GP coefficient closure trained from EOM-inferred coefficient residuals; centers=384, length_scale=2.93, residual gain=0.1.",14.903082861225778,18.400195404649097,177.67619935806988,47.0436274371062,nan,nan,nan,0.02367085659305089,0.1907544604531443,0.0004978476371975592,u_cmd,mocap
UDE-Residual (mocap),Universal differential equation: nominal dynamics plus a learned state-derivative residual.,implemented,PyTorch/cuda,1.0753863853889873,0.7137620689973119,9.556086434997269,10.26984850399458,0.13900017738342285,4868,50000,Good for model-form error; residual dynamics are less directly interpretable as aerodynamic coefficients. Residual gain=0.1.,2.8112570918741815,0.04018921361547325,0.14695202073280794,0.0404335691192206,nan,nan,nan,nan,nan,nan,u_cmd,mocap
PINN-CoeffClosure (mocap),Modified Non-Determinant PINN-style closure: EOM residual identifies learned nonlinear aerodynamic coefficients.,implemented,PyTorch/cuda,0.7288230931907539,0.7154073549972964,9.651074999994307,10.366482354991604,0.12907500565052032,4803,50000,Flight-dynamics-level PINN surrogate; does not enforce CFD/Navier-Stokes physics. Residual gain=0.1.,1.8645391304395422,0.029971625019612935,0.0937109777007866,0.02940271294769682,nan,nan,nan,0.0017188137804266912,0.022551702433353533,0.0005259274915739545,u_cmd,mocap
UDE-HiddenControl (mocap),Universal-differential-equation style hidden-input model: nominal plant driven by pilot command plus learned input correction.,implemented,PyTorch/cuda,0.7286914712045006,0.7334125900015351,11.15382950699859,11.887242097000126,0.5601352453231812,4738,50000,Learns an effective throttle/elevator correction from EOM residuals; intended for hidden actuator/autopilot input mismatch.,2.0774311060518595,0.02923832783030303,0.08706583671690063,0.02908770718332365,nan,nan,nan,nan,nan,nan,u_cmd,mocap
PINN-HiddenElevator (mocap),PINN-style hidden-controller model: EOM pitch residual identifies a learned elevator command reshaping law.,implemented,PyTorch/cuda,0.8025935839913102,0.6863970670019626,11.32737258200359,12.013769649005553,0.18815864622592926,4673,50000,"Uses the pitch-moment equation as the physics residual, so it targets SAFE/AS3X elevator behavior rather than aerodynamic residuals.",2.5960756996836203,0.02999661737592072,0.09031428434392376,0.030039421997004174,nan,nan,nan,nan,nan,nan,u_cmd,mocap
NN-CoeffSurrogate (mocap),Supervised neural surrogate for hidden aerodynamic coefficient residuals.,implemented,PyTorch/cuda,0.7589264072346421,0.7157447520003188,9.285688046998985,10.001432798999303,0.020963069051504135,4803,50000,"Uses synthetic residual labels, so treat as an upper-bound surrogate rather than a flight-data-only identifier.",2.3134003529243428,0.0289844899435166,0.08829041849479918,0.029673251310967066,nan,nan,nan,0.0008909763481197196,0.00010660301007176826,0.00022199736397253344,u_cmd,mocap
